id,gender,name,birth_date,birth_place,award_year,portion,prize_amount,category,university,university_country
356,male,John F. Enders,1897-02-10,USA,1954,1/3,2688094,Physiology or Medicine,Harvard Medical School,USA
217,male,Linus Pauling,1901-02-28,USA,1962,1,2888429,Peace,California Institute of Technology (Caltech),USA
217,male,Linus Pauling,1901-02-28,USA,1962,1,2888429,Peace,California Institute of Technology (Caltech),USA
61,male,Max Born,1882-12-11,Poland,1954,1/2,2688094,Physics,Edinburgh University,United Kingdom
357,male,Thomas H. Weller,1915-06-15,USA,1954,1/3,2688094,Physiology or Medicine,"Research Division of Infectious Diseases, Children's Medical Center",USA
62,male,Walther Bothe,1891-01-08,Germany,1954,1/2,2688094,Physics,University of Heidelberg,Germany
626,male,Halldór Laxness,1902-04-23,Iceland,1955,1,2730214,Literature,,
359,male,Hugo Theorell,1903-07-06,Sweden,1955,1,2730214,Physiology or Medicine,"Karolinska Institutet, Nobel Medical Institute",Sweden
64,male,Polykarp Kusch,1911-01-26,Germany,1955,1/2,2730214,Physics,Columbia University,USA
218,male,Vincent du Vigneaud,1901-05-18,USA,1955,1,2730214,Chemistry,Cornell University,USA
63,male,Willis E. Lamb,1913-07-12,USA,1955,1/2,2730214,Physics,Stanford University,USA
360,male,André F. Cournand,1895-09-24,France,1956,1/3,2748452,Physiology or Medicine,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital",USA
362,male,Dickinson W. Richards,1895-10-30,USA,1956,1/3,2748452,Physiology or Medicine,Columbia University,USA
66,male,John Bardeen,1908-05-23,USA,1956,1/3,2748452,Physics,University of Illinois,USA
66,male,John Bardeen,1908-05-23,USA,1956,1/3,2748452,Physics,University of Illinois,USA
627,male,Juan Ramón Jiménez,1881-12-24,Spain,1956,1,2748452,Literature,,
220,male,Nikolay Semenov,1896-04-03,Russia,1956,1/2,2748452,Chemistry,Institute for Chemical Physics of the Academy of Sciences of the USSR,Russia
219,male,Sir Cyril Hinshelwood,1897-05-19,United Kingdom,1956,1/2,2748452,Chemistry,University of Oxford,United Kingdom
67,male,Walter H. Brattain,1902-02-10,China,1956,1/3,2748452,Physics,Bell Telephone Laboratories,USA
361,male,Werner Forssmann,1904-08-29,Germany,1956,1/3,2748452,Physiology or Medicine,Mainz University,Germany
65,male,William B. Shockley,1910-02-13,United Kingdom,1956,1/3,2748452,Physics,"Semiconductor Laboratory of Beckman Instruments, Inc.",USA
628,male,Albert Camus,1913-11-07,Algeria,1957,1,2746709,Literature,,
68,male,Chen Ning Yang,1922-09-22,China,1957,1/2,2746709,Physics,Institute for Advanced Study,USA
363,male,Daniel Bovet,1907-03-23,Switzerland,1957,1,2746709,Physiology or Medicine,Istituto Superiore di Sanità (Chief Institute of Public Health),Italy
516,male,Lester Bowles Pearson,1897-04-23,Canada,1957,1,2746709,Peace,,
221,male,Lord Todd,1907-10-02,Scotland,1957,1,2746709,Chemistry,University of Cambridge,United Kingdom
69,male,Tsung-Dao Lee,1926-11-24,China,1957,1/2,2746709,Physics,Columbia University,USA
629,male,Boris Pasternak,1890-02-10,Russia,1958,1,2694692,Literature,,
365,male,Edward Tatum,1909-12-14,USA,1958,1/4,2694692,Physiology or Medicine,Rockefeller Institute for Medical Research,USA
222,male,Frederick Sanger,1918-08-13,United Kingdom,1958,1,2694692,Chemistry,University of Cambridge,United Kingdom
222,male,Frederick Sanger,1918-08-13,United Kingdom,1958,1,2694692,Chemistry,University of Cambridge,United Kingdom
364,male,George Beadle,1903-10-22,USA,1958,1/4,2694692,Physiology or Medicine,California Institute of Technology (Caltech),USA
517,male,Georges Pire,1910-02-10,Belgium,1958,1,2694692,Peace,,
71,male,Igor Y. Tamm,1895-07-08,Russia,1958,1/3,2694692,Physics,Lomonosov Moscow State University,Russia
721,male,Il´ja M. Frank,1908-10-23,Russia,1958,1/3,2694692,Physics,Lomonosov Moscow State University,Russia
366,male,Joshua Lederberg,1925-05-23,USA,1958,1/2,2694692,Physiology or Medicine,University of Wisconsin,USA
70,male,Pavel A. Cherenkov,1904-07-28,Russia,1958,1/3,2694692,Physics,P.N. Lebedev Physical Institute,Russia
368,male,Arthur Kornberg,1918-03-03,USA,1959,1/2,2753427,Physiology or Medicine,Stanford University,USA
72,male,Emilio Segrè,1905-02-01,Italy,1959,1/2,2753427,Physics,University of California,USA
223,male,Jaroslav Heyrovsky,1890-12-20,Czech Republic,1959,1,2753427,Chemistry,Polarographic Institute of the Czechoslovak Academy of Science,Czech Republic
73,male,Owen Chamberlain,1920-07-10,USA,1959,1/2,2753427,Physics,University of California,USA
518,male,Philip Noel-Baker,1889-11-01,United Kingdom,1959,1,2753427,Peace,,
630,male,Salvatore Quasimodo,1901-08-20,Italy,1959,1,2753427,Literature,,
367,male,Severo Ochoa,1905-09-24,Spain,1959,1/2,2753427,Physiology or Medicine,"New York University, College of Medicine",USA
519,male,Albert Luthuli,1898-00-00,Zimbabwe,1960,1,2713265,Peace,,
74,male,Donald A. Glaser,1926-09-21,USA,1960,1,2713265,Physics,University of California,USA
370,male,Peter Medawar,1915-02-28,Brazil,1960,1/2,2713265,Physiology or Medicine,University College,United Kingdom
631,male,Saint-John Perse,1887-05-31,Guadeloupe Island,1960,1,2713265,Literature,,
369,male,Sir Frank Macfarlane Burnet,1899-09-03,Australia,1960,1/2,2713265,Physiology or Medicine,Walter and Eliza Hall Institute for Medical Research,Australia
224,male,Willard F. Libby,1908-12-17,USA,1960,1,2713265,Chemistry,University of California,USA
520,male,Dag Hammarskjöld,1905-07-29,Sweden,1961,1,2930643,Peace,,
371,male,Georg von Békésy,1899-06-03,Hungary,1961,1,2930643,Physiology or Medicine,Harvard University,USA
633,male,Ivo Andric,1892-10-10,Bosnia and Herzegovina,1961,1,2930643,Literature,,
225,male,Melvin Calvin,1911-04-08,USA,1961,1,2930643,Chemistry,University of California,USA
75,male,Robert Hofstadter,1915-02-05,USA,1961,1/2,2930643,Physics,Stanford University,USA
76,male,Rudolf Mössbauer,1929-01-31,Germany,1961,1/2,2930643,Physics,Technical University,Germany
372,male,Francis Crick,1916-06-08,United Kingdom,1962,1/3,2888429,Physiology or Medicine,MRC Laboratory of Molecular Biology,United Kingdom
373,male,James Watson,1928-04-06,USA,1962,1/3,2888429,Physiology or Medicine,Harvard University,USA
227,male,John C. Kendrew,1917-03-24,United Kingdom,1962,1/2,2888429,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom
634,male,John Steinbeck,1902-02-27,USA,1962,1,2888429,Literature,,
77,male,Lev Landau,1908-01-22,Azerbaijan,1962,1,2888429,Physics,Academy of Sciences,Russia
217,male,Linus Pauling,1901-02-28,USA,1962,1,2888429,Peace,California Institute of Technology (Caltech),USA
217,male,Linus Pauling,1901-02-28,USA,1962,1,2888429,Peace,California Institute of Technology (Caltech),USA
374,male,Maurice Wilkins,1916-12-15,New Zealand,1962,1/3,2888429,Physiology or Medicine,London University,United Kingdom
226,male,Max F. Perutz,1914-05-19,Austria,1962,1/2,2888429,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom
376,male,Alan Hodgkin,1914-02-05,United Kingdom,1963,1/3,2890771,Physiology or Medicine,University of Cambridge,United Kingdom
377,male,Andrew Huxley,1917-11-22,United Kingdom,1963,1/3,2890771,Physiology or Medicine,University College,United Kingdom
78,male,Eugene Wigner,1902-11-17,Hungary,1963,1/2,2890771,Physics,Princeton University,USA
635,male,Giorgos Seferis,1900-03-13,Turkey,1963,1,2890771,Literature,,
229,male,Giulio Natta,1903-02-26,Italy,1963,1/2,2890771,Chemistry,Institute of Technology,Italy
80,male,J. Hans D. Jensen,1907-06-25,Germany,1963,1/4,2890771,Physics,University of Heidelberg,Germany
228,male,Karl Ziegler,1898-11-26,Germany,1963,1/2,2890771,Chemistry,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Germany
79,female,Maria Goeppert Mayer,1906-06-28,Poland,1963,1/4,2890771,Physics,University of California,USA
375,male,Sir John Eccles,1903-01-27,Australia,1963,1/3,2890771,Physiology or Medicine,Australian National University,Australia
83,male,Aleksandr M. Prokhorov,1916-07-11,Australia,1964,1/4,2879320,Physics,P.N. Lebedev Physical Institute,Russia
81,male,Charles H. Townes,1915-07-28,USA,1964,1/2,2879320,Physics,Massachusetts Institute of Technology (MIT),USA
230,female,Dorothy Crowfoot Hodgkin,1910-05-12,Egypt,1964,1,2879320,Chemistry,"University of Oxford, Royal Society",United Kingdom
379,male,Feodor Lynen,1911-04-06,Germany,1964,1/2,2879320,Physiology or Medicine,Max-Planck-Institut für Zellchemie,Germany
637,male,Jean-Paul Sartre,1905-06-21,France,1964,1,2879320,Literature,,
378,male,Konrad Bloch,1912-01-21,Poland,1964,1/2,2879320,Physiology or Medicine,Harvard University,USA
524,male,Martin Luther King Jr.,1929-01-15,USA,1964,1,2879320,Peace,,
82,male,Nicolay G. Basov,1922-12-14,Russia,1964,1/4,2879320,Physics,P.N. Lebedev Physical Institute,Russia
381,male,André Lwoff,1902-05-08,France,1965,1/3,2833358,Physiology or Medicine,Institut Pasteur,France
380,male,François Jacob,1920-06-17,France,1965,1/3,2833358,Physiology or Medicine,Institut Pasteur,France
382,male,Jacques Monod,1910-02-09,France,1965,1/3,2833358,Physiology or Medicine,Institut Pasteur,France
85,male,Julian Schwinger,1918-02-12,USA,1965,1/3,2833358,Physics,Harvard University,USA
638,male,Mikhail Sholokhov,1905-05-24,Russia,1965,1,2833358,Literature,,
86,male,Richard P. Feynman,1918-05-11,USA,1965,1/3,2833358,Physics,California Institute of Technology (Caltech),USA
231,male,Robert B. Woodward,1917-04-10,USA,1965,1,2833358,Chemistry,Harvard University,USA
84,male,Sin-Itiro Tomonaga,1906-03-31,Japan,1965,1/3,2833358,Physics,Tokyo University of Education,Japan
87,male,Alfred Kastler,1902-05-03,France,1966,1,2835149,Physics,École Normale Supérieure,France
384,male,Charles B. Huggins,1901-09-22,Canada,1966,1/2,2835149,Physiology or Medicine,"University of Chicago, Ben May Laboratory for Cancer Research",USA
640,female,Nelly Sachs,1891-12-10,Germany,1966,1/2,2835149,Literature,,
383,male,Peyton Rous,1879-10-05,USA,1966,1/2,2835149,Physiology or Medicine,Rockefeller University,USA
232,male,Robert S. Mulliken,1896-06-07,USA,1966,1,2835149,Chemistry,University of Chicago,USA
639,male,Shmuel Agnon,1888-07-17,Ukraine,1966,1/2,2835149,Literature,,
235,male,George Porter,1920-12-06,United Kingdom,1967,1/4,2895166,Chemistry,Royal Institution of Great Britain,United Kingdom
387,male,George Wald,1906-11-18,USA,1967,1/3,2895166,Physiology or Medicine,Harvard University,USA
88,male,Hans Bethe,1906-07-02,France,1967,1,2895166,Physics,Cornell University,USA
386,male,Keffer Hartline,1903-12-22,USA,1967,1/3,2895166,Physiology or Medicine,Rockefeller University,USA
233,male,Manfred Eigen,1927-05-09,Germany,1967,1/2,2895166,Chemistry,Max-Planck-Institut für Physikalische Chemie,Germany
641,male,Miguel Angel Asturias,1899-10-19,Guatemala,1967,1,2895166,Literature,,
385,male,Ragnar Granit,1900-10-30,Finland,1967,1/3,2895166,Physiology or Medicine,Karolinska Institutet,Sweden
234,male,Ronald G.W. Norrish,1897-11-09,United Kingdom,1967,1/4,2895166,Chemistry,Institute of Physical Chemistry,United Kingdom
389,male,H. Gobind Khorana,1922-01-09,India,1968,1/3,3107674,Physiology or Medicine,University of Wisconsin,USA
236,male,Lars Onsager,1903-11-27,Norway,1968,1,3107674,Chemistry,Yale University,USA
89,male,Luis Alvarez,1911-06-13,USA,1968,1,3107674,Physics,University of California,USA
390,male,Marshall W. Nirenberg,1927-04-10,USA,1968,1/3,3107674,Physiology or Medicine,National Institutes of Health,USA
526,male,René Cassin,1887-10-05,France,1968,1,3107674,Peace,,
388,male,Robert W. Holley,1922-01-28,USA,1968,1/3,3107674,Physiology or Medicine,Cornell University,USA
642,male,Yasunari Kawabata,1899-06-11,Japan,1968,1,3107674,Literature,,
392,male,Alfred D. Hershey,1908-12-04,USA,1969,1/3,3239253,Physiology or Medicine,Carnegie Institution of Washington,USA
237,male,Derek Barton,1918-09-08,United Kingdom,1969,1/2,3239253,Chemistry,Imperial College,United Kingdom
678,male,Jan Tinbergen,1903-04-12,the Netherlands,1969,1/2,3239253,Economic Sciences,The Netherlands School of Economics,the Netherlands
391,male,Max Delbrück,1906-09-04,Germany,1969,1/3,3239253,Physiology or Medicine,California Institute of Technology (Caltech),USA
90,male,Murray Gell-Mann,1929-09-15,USA,1969,1,3239253,Physics,California Institute of Technology (Caltech),USA
238,male,Odd Hassel,1897-05-17,Norway,1969,1/2,3239253,Chemistry,University of Oslo,Norway
677,male,Ragnar Frisch,1895-03-03,Norway,1969,1/2,3239253,Economic Sciences,University of Oslo,Norway
393,male,Salvador E. Luria,1912-08-13,Italy,1969,1/3,3239253,Physiology or Medicine,Massachusetts Institute of Technology (MIT),USA
643,male,Samuel Beckett,1906-04-13,Ireland,1969,1,3239253,Literature,,
644,male,Alexandr Solzhenitsyn,1918-12-11,Russia,1970,1,3235593,Literature,,
91,male,Hannes Alfvén,1908-05-30,Sweden,1970,1/2,3235593,Physics,Royal Institute of Technology,Sweden
396,male,Julius Axelrod,1912-05-30,USA,1970,1/3,3235593,Physiology or Medicine,National Institutes of Health,USA
92,male,Louis Néel,1904-11-22,France,1970,1/2,3235593,Physics,University of Grenoble,France
239,male,Luis Leloir,1906-09-06,France,1970,1,3235593,Chemistry,Institute for Biochemical Research,Argentina
528,male,Norman Borlaug,1914-03-25,USA,1970,1,3235593,Peace,,
679,male,Paul A. Samuelson,1915-05-15,USA,1970,1,3235593,Economic Sciences,Massachusetts Institute of Technology (MIT),USA
394,male,Sir Bernard Katz,1911-03-26,Germany,1970,1/3,3235593,Physiology or Medicine,University College,United Kingdom
395,male,Ulf von Euler,1905-02-07,Sweden,1970,1/3,3235593,Physiology or Medicine,Karolinska Institutet,Sweden
93,male,Dennis Gabor,1900-06-05,Hungary,1971,1,3382087,Physics,Imperial College,United Kingdom
397,male,"Earl W. Sutherland, Jr.",1915-11-19,USA,1971,1,3382087,Physiology or Medicine,Vanderbilt University,USA
240,male,Gerhard Herzberg,1904-12-25,Germany,1971,1,3382087,Chemistry,National Research Council of Canada,Canada
645,male,Pablo Neruda,1904-07-12,Chile,1971,1,3382087,Literature,,
680,male,Simon Kuznets,1901-04-30,Belarus,1971,1,3382087,Economic Sciences,Harvard University,USA
529,male,Willy Brandt,1913-12-18,Germany,1971,1,3382087,Peace,,
241,male,Christian Anfinsen,1916-03-26,USA,1972,1/2,3406394,Chemistry,National Institutes of Health,USA
398,male,Gerald M. Edelman,1929-07-01,USA,1972,1/2,3406394,Physiology or Medicine,Rockefeller University,USA
647,male,Heinrich Böll,1917-12-21,Germany,1972,1,3406394,Literature,,
66,male,John Bardeen,1908-05-23,USA,1956,1/3,2748452,Physics,University of Illinois,USA
66,male,John Bardeen,1908-05-23,USA,1956,1/3,2748452,Physics,University of Illinois,USA
681,male,John R. Hicks,1904-04-08,United Kingdom,1972,1/2,3406394,Economic Sciences,All Souls College,United Kingdom
682,male,Kenneth J. Arrow,1921-08-23,USA,1972,1/2,3406394,Economic Sciences,Harvard University,USA
95,male,Leon N. Cooper,1930-02-28,USA,1972,1/3,3406394,Physics,Brown University,USA
96,male,Robert Schrieffer,1931-05-31,USA,1972,1/3,3406394,Physics,University of Pennsylvania,USA
399,male,Rodney R. Porter,1917-10-08,United Kingdom,1972,1/2,3406394,Physiology or Medicine,University of Oxford,United Kingdom
242,male,Stanford Moore,1913-09-04,USA,1972,1/4,3406394,Chemistry,Rockefeller University,USA
243,male,William H. Stein,1911-06-25,USA,1972,1/4,3406394,Chemistry,Rockefeller University,USA
99,male,Brian D. Josephson,1940-01-04,United Kingdom,1973,1/2,3392300,Physics,University of Cambridge,United Kingdom
244,male,Ernst Otto Fischer,1918-11-10,Germany,1973,1/2,3392300,Chemistry,Technical University,Germany
245,male,Geoffrey Wilkinson,1921-07-14,United Kingdom,1973,1/2,3392300,Chemistry,Imperial College,United Kingdom
530,male,Henry Kissinger,1923-05-27,Germany,1973,1/2,3392300,Peace,,
98,male,Ivar Giaever,1929-04-05,Norway,1973,1/4,3392300,Physics,General Electric Company,USA
400,male,Karl von Frisch,1886-11-20,Austria,1973,1/3,3392300,Physiology or Medicine,Zoologisches Institut der Universität München,Germany
401,male,Konrad Lorenz,1903-11-07,Austria,1973,1/3,3392300,Physiology or Medicine,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Austria
531,male,Le Duc Tho ,1911-10-14,Vietnam,1973,1/2,3392300,Peace,,
97,male,Leo Esaki,1925-03-12,Japan,1973,1/4,3392300,Physics,IBM Thomas J. Watson Research Center,USA
402,male,Nikolaas Tinbergen,1907-04-15,the Netherlands,1973,1/3,3392300,Physiology or Medicine,University of Oxford,United Kingdom
648,male,Patrick White,1912-05-28,United Kingdom,1973,1,3392300,Literature,,
683,male,Wassily Leontief,1906-08-05,Russia,1973,1,3392300,Economic Sciences,Harvard University,USA
403,male,Albert Claude,1898-08-24,Belgium,1974,1/3,3322627,Physiology or Medicine,Université Catholique de Louvain,Belgium
101,male,Antony Hewish,1924-05-11,United Kingdom,1974,1/2,3322627,Physics,University of Cambridge,United Kingdom
404,male,Christian de Duve,1917-10-02,United Kingdom,1974,1/3,3322627,Physiology or Medicine,Rockefeller University,USA
533,male,Eisaku Sato,1901-03-27,Japan,1974,1/2,3322627,Peace,,
649,male,Eyvind Johnson,1900-07-29,Sweden,1974,1/2,3322627,Literature,,
685,male,Friedrich von Hayek,1899-05-08,Austria,1974,1/2,3322627,Economic Sciences,,
405,male,George E. Palade,1912-11-19,Romania,1974,1/3,3322627,Physiology or Medicine,"Yale University, School of Medicine",USA
684,male,Gunnar Myrdal,1898-12-06,Sweden,1974,1/2,3322627,Economic Sciences,,
650,male,Harry Martinson,1904-05-06,Sweden,1974,1/2,3322627,Literature,,
100,male,Martin Ryle,1918-09-27,United Kingdom,1974,1/2,3322627,Physics,University of Cambridge,United Kingdom
246,male,Paul J. Flory,1910-06-19,USA,1974,1,3322627,Chemistry,Stanford University,USA
532,male,Seán MacBride,1904-01-26,France,1974,1/2,3322627,Peace,,
102,male,Aage N. Bohr,1922-06-19,Denmark,1975,1/3,3465908,Physics,Niels Bohr Institute,Denmark
534,male,Andrei Sakharov,1921-05-21,Russia,1975,1,3465908,Peace,,
103,male,Ben R. Mottelson,1926-07-09,USA,1975,1/3,3465908,Physics,Nordita,Denmark
406,male,David Baltimore,1938-03-07,USA,1975,1/3,3465908,Physiology or Medicine,Massachusetts Institute of Technology (MIT),USA
651,male,Eugenio Montale,1896-10-12,Italy,1975,1,3465908,Literature,,
408,male,Howard M. Temin,1934-12-10,USA,1975,1/3,3465908,Physiology or Medicine,University of Wisconsin,USA
104,male,James Rainwater,1917-12-09,USA,1975,1/3,3465908,Physics,Columbia University,USA
247,male,John Cornforth,1917-09-07,Australia,1975,1/2,3465908,Chemistry,University of Sussex,United Kingdom
686,male,Leonid Vitaliyevich Kantorovich,1912-01-19,Russia,1975,1/2,3465908,Economic Sciences,Academy of Sciences,Russia
407,male,Renato Dulbecco,1914-02-22,Italy,1975,1/3,3465908,Physiology or Medicine,Imperial Cancer Research Fund Laboratory,United Kingdom
687,male,Tjalling C. Koopmans,1910-08-28,the Netherlands,1975,1/2,3465908,Economic Sciences,Yale University,USA
248,male,Vladimir Prelog,1906-07-23,Bosnia and Herzegovina,1975,1/2,3465908,Chemistry,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland
409,male,Baruch S. Blumberg,1925-07-28,USA,1976,1/2,3403217,Physiology or Medicine,The Institute for Cancer Research,USA
535,female,Betty Williams,1943-05-22,Northern Ireland,1976,1/2,3403217,Peace,,
105,male,Burton Richter,1931-03-22,USA,1976,1/2,3403217,Physics,Stanford Linear Accelerator Center,USA
410,male,D. Carleton Gajdusek,1923-09-09,USA,1976,1/2,3403217,Physiology or Medicine,National Institutes of Health,USA
536,female,Mairead Corrigan,1944-01-27,Northern Ireland,1976,1/2,3403217,Peace,,
688,male,Milton Friedman,1912-07-31,USA,1976,1,3403217,Economic Sciences,University of Chicago,USA
106,male,Samuel C.C. Ting,1936-01-27,USA,1976,1/2,3403217,Physics,Massachusetts Institute of Technology (MIT),USA
652,male,Saul Bellow,1915-06-10,Canada,1976,1,3403217,Literature,,
249,male,William Lipscomb,1919-12-09,USA,1976,1,3403217,Chemistry,Harvard University,USA
412,male,Andrew V. Schally,1926-11-30,Lithuania,1977,1/4,3136854,Physiology or Medicine,Veterans Administration Hospital,USA
689,male,Bertil Ohlin,1899-04-23,Sweden,1977,1/2,3136854,Economic Sciences,Stockholm School of Economics,Sweden
250,male,Ilya Prigogine,1917-01-25,Russia,1977,1,3136854,Chemistry,Université Libre de Bruxelles,Belgium
690,male,James E. Meade,1907-06-23,United Kingdom,1977,1/2,3136854,Economic Sciences,University of Cambridge,United Kingdom
109,male,John H. Van Vleck,1899-03-13,USA,1977,1/3,3136854,Physics,Harvard University,USA
107,male,Philip W. Anderson,1923-12-13,USA,1977,1/3,3136854,Physics,Bell Telephone Laboratories,USA
411,male,Roger Guillemin,1924-01-11,France,1977,1/4,3136854,Physiology or Medicine,The Salk Institute,USA
413,female,Rosalyn Yalow,1921-07-19,USA,1977,1/2,3136854,Physiology or Medicine,Veterans Administration Hospital,USA
108,male,Sir Nevill F. Mott,1905-09-30,United Kingdom,1977,1/3,3136854,Physics,University of Cambridge,United Kingdom
653,male,Vicente Aleixandre,1898-04-26,Spain,1977,1,3136854,Literature,,
538,male,Anwar al-Sadat,1918-12-25,Egypt,1978,1/2,2951013,Peace,,
111,male,Arno Penzias,1933-04-26,Germany,1978,1/4,2951013,Physics,Bell Laboratories,USA
415,male,Daniel Nathans,1928-10-30,USA,1978,1/3,2951013,Physiology or Medicine,Johns Hopkins University School of Medicine,USA
416,male,Hamilton O. Smith,1931-08-23,USA,1978,1/3,2951013,Physiology or Medicine,Johns Hopkins University School of Medicine,USA
691,male,Herbert Simon,1916-06-15,USA,1978,1,2951013,Economic Sciences,Carnegie Mellon University,USA
654,male,Isaac Bashevis Singer,1904-07-14,Poland,1978,1,2951013,Literature,,
539,male,Menachem Begin,1913-08-16,Belarus,1978,1/2,2951013,Peace,,
251,male,Peter Mitchell,1920-09-29,United Kingdom,1978,1,2951013,Chemistry,Glynn Research Laboratories,United Kingdom
110,male,Pyotr Kapitsa,1894-07-09,Russia,1978,1/2,2951013,Physics,Academy of Sciences,Russia
112,male,Robert Woodrow Wilson,1936-01-10,USA,1978,1/4,2951013,Physics,Bell Laboratories,USA
414,male,Werner Arber,1929-06-03,Switzerland,1978,1/3,2951013,Physiology or Medicine,Biozentrum der Universität,Switzerland
114,male,Abdus Salam,1926-01-29,Pakistan,1979,1/3,3042231,Physics,International Centre for Theoretical Physics,Italy
417,male,Allan M. Cormack,1924-02-23,South Africa,1979,1/2,3042231,Physiology or Medicine,Tufts University,USA
253,male,Georg Wittig,1897-06-16,Germany,1979,1/2,3042231,Chemistry,University of Heidelberg,Germany
418,male,Godfrey N. Hounsfield,1919-08-28,United Kingdom,1979,1/2,3042231,Physiology or Medicine,"Central Research Laboratories, EMI",United Kingdom
252,male,Herbert C. Brown,1912-05-22,United Kingdom,1979,1/2,3042231,Chemistry,Purdue University,USA
540,female,Mother Teresa ,1910-08-26,North Macedonia,1979,1,3042231,Peace,,
655,male,Odysseus Elytis,1911-11-02,Greece,1979,1,3042231,Literature,,
113,male,Sheldon Glashow,1932-12-05,USA,1979,1/3,3042231,Physics,"Harvard University, Lyman Laboratory",USA
693,male,Sir Arthur Lewis,1915-01-23,Saint Lucia,1979,1/2,3042231,Economic Sciences,Princeton University,USA
115,male,Steven Weinberg,1933-05-03,USA,1979,1/3,3042231,Physics,Harvard University,USA
692,male,Theodore W. Schultz,1902-04-30,USA,1979,1/2,3042231,Economic Sciences,University of Chicago,USA
541,male,Adolfo Pérez Esquivel,1931-11-26,Argentina,1980,1,2942067,Peace,,
419,male,Baruj Benacerraf,1920-10-29,Venezuela,1980,1/3,2942067,Physiology or Medicine,Harvard Medical School,USA
657,male,Czeslaw Milosz,1911-06-30,Lithuania,1980,1,2942067,Literature,,
222,male,Frederick Sanger,1918-08-13,United Kingdom,1958,1,2694692,Chemistry,University of Cambridge,United Kingdom
222,male,Frederick Sanger,1918-08-13,United Kingdom,1958,1,2694692,Chemistry,University of Cambridge,United Kingdom
421,male,George D. Snell,1903-12-19,USA,1980,1/3,2942067,Physiology or Medicine,Jackson Laboratory,USA
116,male,James Cronin,1931-09-29,USA,1980,1/2,2942067,Physics,University of Chicago,USA
420,male,Jean Dausset,1916-10-19,France,1980,1/3,2942067,Physiology or Medicine,"Université de Paris, Laboratoire Immuno-Hématologie",France
694,male,Lawrence R. Klein,1920-09-14,USA,1980,1,2942067,Economic Sciences,University of Pennsylvania,USA
254,male,Paul Berg,1926-06-30,USA,1980,1/2,2942067,Chemistry,Stanford University,USA
117,male,Val Fitch,1923-03-10,USA,1980,1/2,2942067,Physics,Princeton University,USA
255,male,Walter Gilbert,1932-03-21,USA,1980,1/4,2942067,Chemistry,"Harvard University, Biological Laboratories",USA
119,male,Arthur L. Schawlow,1921-05-05,USA,1981,1/4,2982813,Physics,Stanford University,USA
423,male,David H. Hubel,1926-02-27,Canada,1981,1/4,2982813,Physiology or Medicine,Harvard Medical School,USA
658,male,Elias Canetti,1905-07-25,Bulgaria,1981,1,2982813,Literature,,
695,male,James Tobin,1918-03-05,USA,1981,1,2982813,Economic Sciences,Yale University,USA
120,male,Kai M. Siegbahn,1918-04-20,Sweden,1981,1/2,2982813,Physics,Uppsala University,Sweden
257,male,Kenichi Fukui,1918-10-04,Japan,1981,1/2,2982813,Chemistry,Kyoto University,Japan
118,male,Nicolaas Bloembergen,1920-03-11,the Netherlands,1981,1/4,2982813,Physics,Harvard University,USA
258,male,Roald Hoffmann,1937-07-18,Ukraine,1981,1/2,2982813,Chemistry,Cornell University,USA
422,male,Roger W. Sperry,1913-08-20,USA,1981,1/2,2982813,Physiology or Medicine,California Institute of Technology (Caltech),USA
424,male,Torsten N. Wiesel,1924-06-03,Sweden,1981,1/4,2982813,Physiology or Medicine,Harvard Medical School,USA
259,male,Aaron Klug,1926-08-11,Lithuania,1982,1,3158777,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom
544,male,Alfonso García Robles,1911-03-20,Mexico,1982,1/2,3158777,Peace,,
543,female,Alva Myrdal,1902-01-31,Sweden,1982,1/2,3158777,Peace,,
426,male,Bengt I. Samuelsson,1934-05-21,Sweden,1982,1/3,3158777,Physiology or Medicine,Karolinska Institutet,Sweden
659,male,Gabriel García Márquez,1927-03-06,Colombia,1982,1,3158777,Literature,,
696,male,George J. Stigler,1911-01-17,USA,1982,1,3158777,Economic Sciences,University of Chicago,USA
427,male,John R. Vane,1927-03-29,United Kingdom,1982,1/3,3158777,Physiology or Medicine,The Wellcome Research Laboratories,United Kingdom
121,male,Kenneth G. Wilson,1936-06-08,USA,1982,1,3158777,Physics,Cornell University,USA
425,male,Sune K. Bergström,1916-01-10,Sweden,1982,1/3,3158777,Physiology or Medicine,Karolinska Institutet,Sweden
428,female,Barbara McClintock,1902-06-16,USA,1983,1,3782695,Physiology or Medicine,Cold Spring Harbor Laboratory,USA
697,male,Gerard Debreu,1921-07-04,France,1983,1,3782695,Economic Sciences,University of California,USA
260,male,Henry Taube,1915-11-30,Canada,1983,1,3782695,Chemistry,Stanford University,USA
545,male,Lech Walesa,1943-09-29,Poland,1983,1,3782695,Peace,,
122,male,Subramanyan Chandrasekhar,1910-10-19,Pakistan,1983,1/2,3782695,Physics,University of Chicago,USA
